O*NET-SOC Code,Title,basic_skills,cognitive_skills,social_skills,operations_skills,maintenance_skills,technical_skills,management_skills,automation_risk,automation_risk_score
19-1029.03,Geneticists,4.0625,3.6785714285714284,3.2483333333333335,2.2800000000000002,1.03,2.94,2.8300000000000005,51.8,61.5
19-1029.04,Biologists,4.0,3.3757142857142854,2.9350000000000005,2.0300000000000002,1.0625,3.2175000000000002,2.645,56.6,66.0
19-1031.00,Conservation Scientists,3.7199999999999998,3.1614285714285715,3.081666666666667,2.2199999999999998,1.185,2.5949999999999998,2.8333333333333335,49.9,59.8
19-1031.02,Range Managers,3.7199999999999998,3.355714285714286,3.145,2.31,1.285,2.19,2.7083333333333335,46.0,56.0
19-1031.03,Park Naturalists,3.9074999999999998,3.175714285714286,3.186666666666667,2.065,1.1875,1.8775,2.625,44.7,54.7
19-1032.00,Foresters,3.8774999999999995,3.448571428571428,3.186666666666667,2.5949999999999998,1.59,2.3125,3.3100000000000005,42.0,52.0
19-1041.00,Epidemiologists,4.152500000000001,3.8385714285714285,3.355,1.25,1.03,2.7175000000000002,3.081666666666667,51.4,61.2
19-1042.00,"Medical Scientists, Except Epidemiologists",4.0925,3.697142857142857,3.0216666666666665,2.1574999999999998,1.155,2.8725,2.7716666666666665,52.6,62.3
19-2011.00,Astronomers,4.0925,3.5700000000000003,2.9566666666666666,1.72,1.28,3.1550000000000002,2.73,54.7,64.3
19-2012.00,Physicists,4.0925,3.7142857142857144,3.1233333333333335,2.1550000000000002,1.25,3.75,2.875,55.1,64.7
19-2021.00,Atmospheric and Space Scientists,4.0,3.4985714285714287,2.8966666666666665,1.435,1.0,2.7824999999999998,2.563333333333333,56.5,66.0
19-2031.00,Chemists,3.8449999999999998,3.355714285714286,2.686666666666667,2.8449999999999998,2.0925000000000002,2.9025,2.686666666666667,46.6,56.6
19-2032.00,Materials Scientists,3.9074999999999998,3.515714285714286,2.895,2.4074999999999998,1.285,2.815,2.643333333333334,52.0,61.7
19-2041.00,"Environmental Scientists and Specialists, Including Health",4.0,3.4814285714285718,3.143333333333333,2.25,1.0,2.7824999999999998,2.768333333333334,52.1,61.9
19-2041.01,Climate Change Policy Analysts,4.0024999999999995,3.265714285714286,3.06,1.28,1.0,2.3449999999999998,2.875,51.8,61.6
19-2041.02,Environmental Restoration Planners,3.88,3.555714285714285,3.125,2.185,1.095,2.75,3.0,50.9,60.7
19-2041.03,Industrial Ecologists,4.03,3.357142857142857,2.9150000000000005,1.5,1.03,2.7199999999999998,2.895,54.6,64.2
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",3.9699999999999998,3.41,2.8733333333333335,1.875,1.1875,2.75,2.561666666666667,54.0,63.6
19-2043.00,Hydrologists,3.7824999999999998,3.392857142857143,2.98,2.3125,1.97,2.8425000000000002,2.6266666666666665,46.4,56.4
19-2099.01,Remote Sensing Scientists and Technologists,3.91,3.5185714285714282,2.813333333333333,2.0949999999999998,1.125,3.2225,2.7716666666666665,56.5,66.0
19-3011.00,Economists,4.03,3.4971428571428573,2.9166666666666665,1.1875,1.0,2.375,2.518333333333334,54.3,63.9
19-3011.01,Environmental Economists,3.9050000000000002,3.41,2.9166666666666665,1.22,1.0,2.5025,2.893333333333334,54.1,63.7
19-3022.00,Survey Researchers,4.0,3.2857142857142856,2.936666666666667,1.4675,1.0,2.5949999999999998,2.6233333333333335,54.7,64.3
19-3032.00,Industrial-Organizational Psychologists,4.2825,3.8742857142857146,3.605,1.5,1.0,2.9699999999999998,3.186666666666667,50.4,60.3
19-3033.00,Clinical and Counseling Psychologists,4.3425,3.5171428571428573,3.5833333333333335,1.1875,1.0,1.9675,2.5,46.2,56.2
19-3034.00,School Psychologists,4.22,3.5,3.5833333333333335,1.2825,1.0,2.0300000000000002,2.395,46.7,56.7
19-3039.02,Neuropsychologists,4.4075,3.642857142857143,3.436666666666667,1.78,1.0,2.5300000000000002,2.6666666666666665,49.6,59.5
19-3039.03,Clinical Neuropsychologists,4.095,3.5342857142857147,3.5216666666666665,1.315,1.0,2.185,2.6466666666666665,47.8,57.7
19-3041.00,Sociologists,4.0600000000000005,3.5714285714285716,3.2083333333333335,1.125,1.0,2.3425000000000002,2.5816666666666666,51.8,61.5
19-3051.00,Urban and Regional Planners,4.03,3.462857142857143,3.27,1.4375,1.0,2.2475,3.125,48.7,58.6
19-3091.00,Anthropologists and Archeologists,4.1850000000000005,3.34,2.956666666666667,1.4675,1.03,2.1875,2.6266666666666665,51.4,61.2
19-3092.00,Geographers,3.9975,3.3371428571428576,2.9150000000000005,1.28,1.03,2.5025,2.561666666666667,54.6,64.2
19-3093.00,Historians,4.1575,3.158571428571429,2.8349999999999995,1.22,1.0,1.75,2.23,50.2,60.0
19-3094.00,Political Scientists,4.1225000000000005,3.462857142857143,3.1466666666666665,1.19,1.0,2.1550000000000002,2.393333333333334,51.1,61.0
19-3099.01,Transportation Planners,4.0,3.5714285714285716,3.0833333333333335,1.5,1.03,2.4074999999999998,2.9583333333333335,51.1,61.0
19-4012.00,Agricultural Technicians,3.1875,2.802857142857143,2.75,2.4675000000000002,1.78,2.1275,2.4583333333333335,44.9,54.9
19-4012.01,Precision Agriculture Technicians,3.7199999999999998,3.2699999999999996,2.77,2.75,2.2199999999999998,2.5324999999999998,2.52,43.5,53.5
19-4013.00,Food Science Technicians,3.5625,2.8214285714285716,2.5416666666666665,2.5275,1.5925,2.19,2.2916666666666665,48.6,58.5
19-4021.00,Biological Technicians,3.5949999999999998,3.108571428571428,2.3349999999999995,2.7800000000000002,1.6875,2.6275,2.48,50.8,60.7
19-4031.00,Chemical Technicians,3.785,3.302857142857143,2.811666666666667,3.0625,2.3449999999999998,2.6550000000000002,2.6233333333333335,42.1,52.1
19-4042.00,"Environmental Science and Protection Technicians, Including Health",3.91,3.1957142857142857,2.918333333333333,2.6574999999999998,1.595,2.4699999999999998,2.563333333333333,46.8,56.8
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",3.2800000000000002,2.8371428571428576,2.6666666666666665,2.5300000000000002,1.7825,2.2475,2.456666666666667,46.2,56.2
19-4051.00,Nuclear Technicians,3.435,3.107142857142857,2.895,3.4699999999999998,2.44,2.375,2.4599999999999995,38.6,48.6
19-4051.02,Nuclear Monitoring Technicians,3.5625,3.09,2.9599999999999995,3.0925000000000002,1.56,2.34,2.5416666666666665,45.0,54.9
19-4061.00,Social Science Research Assistants,3.7199999999999998,3.0357142857142856,2.606666666666667,1.9975,1.095,2.685,2.481666666666667,56.5,66.0
19-4071.00,Forest and Conservation Technicians,3.3449999999999998,3.0,2.9150000000000005,2.5625,1.8425,2.375,2.6466666666666665,44.4,54.4
19-4092.00,Forensic Science Technicians,4.0,3.16,2.875,2.4675000000000002,1.53,2.2199999999999998,2.4166666666666665,46.6,56.6
19-4099.01,Quality Control Analysts,3.375,3.0357142857142856,2.625,3.25,1.845,2.2800000000000002,2.355,44.9,54.9
19-4099.03,Remote Sensing Technicians,3.4074999999999998,3.0728571428571425,2.686666666666667,2.5975,1.81,2.6875,2.6050000000000004,48.3,58.2
19-5011.00,Occupational Health and Safety Specialists,4.0,3.4642857142857144,3.1666666666666665,2.5300000000000002,1.44,2.3775,2.8333333333333335,45.3,55.2
19-5012.00,Occupational Health and Safety Technicians,3.8774999999999995,3.1242857142857146,3.06,2.5949999999999998,1.03,2.315,2.6233333333333335,49.0,58.9
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,4.125,3.5,3.668333333333333,1.78,1.0,1.875,2.75,43.2,53.2
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",4.065,3.4114285714285715,3.7266666666666666,1.3125,1.0,1.6575,2.5,42.4,52.4
21-1013.00,Marriage and Family Therapists,4.2825,3.5885714285714285,3.77,1.2175,1.0,1.7825,2.52,43.4,53.4
21-1014.00,Mental Health Counselors,4.28,3.5185714285714282,3.645,1.375,1.0,2.0300000000000002,2.581666666666667,45.7,55.7
21-1015.00,Rehabilitation Counselors,3.8425000000000002,3.3028571428571425,3.4766666666666666,1.2475,1.0,1.8125,2.52,45.5,55.5
21-1021.00,"Child, Family, and School Social Workers",4.2825,3.5714285714285716,3.7483333333333335,1.8425,1.0,1.7825,2.5649999999999995,42.0,52.0
21-1022.00,Healthcare Social Workers,4.0,3.5,3.6233333333333335,1.465,1.0,1.965,2.58,45.2,55.2
21-1023.00,Mental Health and Substance Abuse Social Workers,3.9975000000000005,3.5542857142857143,3.731666666666666,1.565,1.0,2.0625,2.6899999999999995,44.8,54.7
21-1091.00,Health Education Specialists,4.0275,3.4642857142857144,3.375,1.44,1.0,1.9375,2.811666666666667,46.3,56.2
21-1092.00,Probation Officers and Correctional Treatment Specialists,3.9074999999999998,3.197142857142857,3.2266666666666666,1.9975,1.0,1.6875,2.4166666666666665,44.6,54.5
21-1093.00,Social and Human Service Assistants,3.8425000000000002,3.1242857142857146,3.481666666666666,1.75,1.0,1.78,2.48,44.1,54.1
21-1094.00,Community Health Workers,4.03,3.198571428571428,3.6033333333333335,1.875,1.0,1.625,2.8149999999999995,41.2,51.2
21-2011.00,Clergy,4.1899999999999995,3.4285714285714284,3.9166666666666665,1.2825,1.0,1.565,3.106666666666667,39.8,49.8
21-2021.00,"Directors, Religious Activities and Education",3.8125,3.5185714285714282,3.605,1.655,1.0,1.7825,2.936666666666667,42.8,52.8
23-1011.00,Lawyers,4.4675,3.6242857142857146,3.581666666666667,1.095,1.0,1.625,2.813333333333333,43.1,53.1
23-1012.00,Judicial Law Clerks,4.2175,3.142857142857143,2.7900000000000005,1.25,1.0,1.5,2.0016666666666665,48.1,58.0
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",4.155,3.5,3.1466666666666665,1.155,1.0,1.7475,2.456666666666667,47.5,57.5
23-1022.00,"Arbitrators, Mediators, and Conciliators",4.2175,3.2157142857142857,3.52,1.125,1.0,1.56,2.105,43.8,53.8
23-1023.00,"Judges, Magistrate Judges, and Magistrates",4.3725000000000005,3.7514285714285713,3.2083333333333335,1.0625,1.0,1.7175,2.563333333333333,46.8,56.8
23-2011.00,Paralegals and Legal Assistants,3.8449999999999998,2.7142857142857144,2.7716666666666665,1.1875,1.0,1.6875,1.8533333333333335,51.1,60.9
23-2093.00,"Title Examiners, Abstractors, and Searchers",3.7175000000000002,2.7842857142857147,2.5833333333333335,1.2175,1.0,1.4375,2.185,48.4,58.3
25-1011.00,"Business Teachers, Postsecondary",4.0625,3.5014285714285713,3.125,1.28,1.0,2.0949999999999998,2.5583333333333336,50.2,60.1
25-1021.00,"Computer Science Teachers, Postsecondary",3.9699999999999998,3.61,3.3100000000000005,1.78,1.22,2.7175000000000002,2.75,49.9,59.7
25-1022.00,"Mathematical Science Teachers, Postsecondary",4.0,3.482857142857143,3.02,1.1875,1.0,2.5,2.393333333333334,54.7,64.3
25-1031.00,"Architecture Teachers, Postsecondary",4.0600000000000005,3.75,3.351666666666667,1.595,1.03,2.2225,2.7083333333333335,48.3,58.2
25-1032.00,"Engineering Teachers, Postsecondary",4.0,3.5357142857142856,3.125,1.69,1.03,2.815,2.6016666666666666,54.0,63.6
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",4.0600000000000005,3.5885714285714285,3.188333333333333,1.9075,1.0,2.5,2.6266666666666665,51.1,60.9
25-1042.00,"Biological Science Teachers, Postsecondary",4.0625,3.6614285714285715,3.2083333333333335,1.5625,1.3125,2.5,2.6649999999999996,49.2,59.1
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",4.0600000000000005,3.627142857142857,3.27,1.935,1.0,2.5025,2.7083333333333335,50.3,60.1
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",4.1875,3.5728571428571425,3.1466666666666665,1.3725,1.0,2.7525,2.645,54.2,63.9
25-1052.00,"Chemistry Teachers, Postsecondary",4.090000000000001,3.7314285714285718,3.0849999999999995,1.875,1.185,2.7525,2.645,52.1,61.9
25-1053.00,"Environmental Science Teachers, Postsecondary",4.0600000000000005,3.608571428571428,3.105,1.5025,1.0,2.44,2.6233333333333335,52.3,62.0
25-1054.00,"Physics Teachers, Postsecondary",4.0600000000000005,3.658571428571429,3.1650000000000005,1.965,1.8425,2.81,2.668333333333333,46.5,56.5
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",4.2475000000000005,3.6799999999999997,3.2900000000000005,1.125,1.0,2.315,2.706666666666667,50.6,60.5
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",4.0925,3.5542857142857143,3.226666666666667,1.22,1.0,2.0324999999999998,2.748333333333333,48.7,58.6
25-1063.00,"Economics Teachers, Postsecondary",4.03,3.394285714285714,2.938333333333333,1.25,1.0,2.315,2.5416666666666665,53.5,63.1
25-1064.00,"Geography Teachers, Postsecondary",4.0600000000000005,3.4842857142857144,3.1666666666666665,1.1575,1.0,2.4375,2.668333333333333,52.4,62.2
25-1065.00,"Political Science Teachers, Postsecondary",4.1850000000000005,3.5014285714285713,3.2066666666666666,1.1575,1.0,1.72,2.523333333333333,46.7,56.7
25-1066.00,"Psychology Teachers, Postsecondary",4.0600000000000005,3.644285714285714,3.185,1.22,1.0,2.4699999999999998,2.625,52.5,62.2
25-1067.00,"Sociology Teachers, Postsecondary",4.155,3.444285714285715,3.145,1.22,1.0,1.9375,2.565,48.9,58.8
25-1071.00,"Health Specialties Teachers, Postsecondary",4.0600000000000005,3.6614285714285715,3.2483333333333335,1.78,1.465,2.2525,2.6916666666666664,45.6,55.6
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",4.03,3.6628571428571424,3.52,1.905,1.0625,2.38,2.7483333333333335,47.1,57.1
25-1081.00,"Education Teachers, Postsecondary",4.2475000000000005,3.605714285714286,3.188333333333333,1.125,1.0,1.81,2.7483333333333335,47.3,57.3
25-1082.00,"Library Science Teachers, Postsecondary",4.0600000000000005,3.552857142857143,3.1650000000000005,1.28,1.0,1.9675,2.6033333333333335,48.8,58.7
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",4.2175,3.622857142857143,3.105,1.155,1.0,1.595,2.4983333333333335,46.2,56.2
25-1112.00,"Law Teachers, Postsecondary",4.28,3.555714285714285,3.145,1.25,1.0,1.78,2.436666666666667,47.7,57.6
25-1113.00,"Social Work Teachers, Postsecondary",4.155,3.7314285714285718,3.5016666666666665,1.22,1.0,2.185,2.623333333333333,48.2,58.1
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",4.125,3.5342857142857147,3.2083333333333335,1.3425,1.1875,1.6875,2.6666666666666665,44.4,54.4
25-1122.00,"Communications Teachers, Postsecondary",4.09,3.552857142857143,3.2283333333333335,1.2825,1.0,1.84,2.686666666666667,47.1,57.0
25-1123.00,"English Language and Literature Teachers, Postsecondary",4.28,3.4285714285714284,3.3100000000000005,1.125,1.0,1.6575,2.3966666666666665,45.7,55.7
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",4.03,3.5185714285714282,3.105,1.28,1.0,1.8125,2.3100000000000005,48.5,58.4
25-1125.00,"History Teachers, Postsecondary",4.2175,3.5714285714285716,3.2483333333333335,1.1575,1.0,1.5625,2.6466666666666665,44.7,54.7
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",4.1225000000000005,3.448571428571428,3.126666666666667,1.22,1.0,1.78,2.4783333333333335,47.8,57.7
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",3.9350000000000005,3.355714285714286,3.0216666666666665,1.47,1.0,2.0925000000000002,2.58,50.5,60.3
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",4.03,3.5714285714285716,3.2466666666666666,1.6575,1.0,1.9075,2.811666666666667,46.4,56.4
25-1194.00,"Career/Technical Education Teachers, Postsecondary",3.8449999999999998,3.4642857142857144,3.2283333333333335,2.2824999999999998,1.75,1.8775,2.563333333333333,40.1,50.1
25-2011.00,"Preschool Teachers, Except Special Education",3.6574999999999998,3.1957142857142857,3.5,1.625,1.095,1.53,2.438333333333333,41.4,51.4
25-2012.00,"Kindergarten Teachers, Except Special Education",3.7824999999999998,3.2857142857142856,3.6850000000000005,1.565,1.0,1.625,2.5833333333333335,41.7,51.7
25-2021.00,"Elementary School Teachers, Except Special Education",3.9699999999999998,3.5700000000000003,3.688333333333333,1.4375,1.125,2.0949999999999998,2.5400000000000005,45.0,55.0
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",3.9699999999999998,3.4642857142857144,3.5416666666666665,1.4075,1.0,1.97,2.7516666666666665,45.6,55.6
25-2023.00,"Career/Technical Education Teachers, Middle School",3.9350000000000005,3.5014285714285713,3.356666666666667,1.94,1.3125,1.97,2.6033333333333335,43.7,53.7
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",3.9675000000000002,3.4642857142857144,3.456666666666667,1.47,1.095,2.0949999999999998,2.6666666666666665,46.5,56.4
25-2032.00,"Career/Technical Education Teachers, Secondary School",3.9699999999999998,3.4128571428571424,3.581666666666667,2.0625,1.4675,2.0324999999999998,2.7083333333333335,41.2,51.2
25-2051.00,"Special Education Teachers, Preschool",3.9375,3.34,3.375,1.5025,1.03,1.875,2.475,46.0,56.0
25-2057.00,"Special Education Teachers, Middle School",3.9375,3.4642857142857144,3.6666666666666665,1.22,1.03,1.81,2.5666666666666664,44.0,54.0
25-2058.00,"Special Education Teachers, Secondary School",4.0,3.5171428571428573,3.688333333333333,1.625,1.03,2.0625,2.73,44.6,54.6
25-2059.01,Adapted Physical Education Specialists,3.94,3.5385714285714287,3.5833333333333335,1.875,1.03,1.6575,2.5816666666666666,41.7,51.7
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3.7175000000000002,3.1785714285714284,3.3349999999999995,1.25,1.0,1.9075,2.2900000000000005,47.8,57.7
25-3021.00,Self-Enrichment Teachers,3.2800000000000002,2.9285714285714284,2.873333333333333,1.78,1.0,1.72,2.105,48.6,58.5
25-3041.00,Tutors,3.9350000000000005,3.355714285714286,3.375,1.125,1.0,1.815,2.145,47.2,57.2
25-4011.00,Archivists,3.8449999999999998,3.018571428571429,2.7916666666666665,1.6225,1.0,1.75,2.5033333333333334,48.9,58.8
25-4012.00,Curators,3.94,3.34,3.0416666666666665,1.7525,1.06,2.0949999999999998,3.105,47.8,57.7
25-4013.00,Museum Technicians and Conservators,3.5925000000000002,2.8385714285714285,2.7716666666666665,2.0949999999999998,1.5325,2.0025,2.395,46.5,56.5
25-4022.00,Librarians and Media Collections Specialists,3.8149999999999995,3.0185714285714282,2.9583333333333335,1.375,1.09,1.685,2.561666666666667,46.9,56.8
25-4031.00,Library Technicians,3.19,2.6799999999999997,2.601666666666667,1.6875,1.215,1.5625,2.23,47.1,57.1
25-9021.00,Farm and Home Management Educators,4.095,3.537142857142857,3.625,1.94,1.0625,2.3125,3.1033333333333335,45.2,55.2
25-9031.00,Instructional Coordinators,4.0600000000000005,3.6628571428571424,3.645,1.5,1.03,1.905,2.9983333333333335,43.6,53.6
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",3.5925000000000002,2.9114285714285715,3.3349999999999995,1.6225,1.0,1.75,2.355,45.4,55.3
25-9044.00,"Teaching Assistants, Postsecondary",3.5625,2.962857142857143,2.936666666666667,1.7175,1.0,1.97,2.1466666666666665,50.7,60.5
27-1011.00,Art Directors,3.7824999999999998,3.4285714285714284,3.2283333333333335,1.4975,1.09,1.625,2.9166666666666665,43.7,53.7
27-1012.00,Craft Artists,3.0600000000000005,2.7685714285714282,2.4783333333333335,2.2199999999999998,1.785,1.72,2.268333333333333,44.2,54.2
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",3.0,2.8757142857142854,2.335,2.19,1.25,1.59,2.1466666666666665,48.2,58.1
27-1014.00,Special Effects Artists and Animators,3.5,2.9985714285714287,2.7933333333333334,1.78,1.22,1.81,2.461666666666666,47.6,57.5
27-1021.00,Commercial and Industrial Designers,3.625,3.2671428571428573,2.978333333333333,2.2199999999999998,1.22,2.5925000000000002,2.6666666666666665,50.8,60.6
27-1022.00,Fashion Designers,3.6899999999999995,3.552857142857143,3.6233333333333335,1.8125,1.125,1.5925,3.0833333333333335,39.9,49.9
27-1023.00,Floral Designers,3.3149999999999995,2.91,2.858333333333333,1.4075,1.155,1.595,2.3533333333333335,46.5,56.5
27-1024.00,Graphic Designers,3.375,3.0342857142857147,2.9983333333333335,1.5,1.03,1.8725,2.4583333333333335,48.7,58.6
27-1025.00,Interior Designers,3.9050000000000002,3.3000000000000003,3.4783333333333335,1.9075,1.0,1.97,2.8966666666666665,44.6,54.6
27-1026.00,Merchandise Displayers and Window Trimmers,3.1574999999999998,2.8057142857142856,2.731666666666666,1.81,1.125,1.625,2.25,47.2,57.2
27-1027.00,Set and Exhibit Designers,3.69,3.34,3.0833333333333335,1.875,1.535,2.0949999999999998,3.0016666666666665,44.4,54.4
27-2011.00,Actors,3.5975,2.697142857142857,2.75,1.0625,1.0,1.1875,1.8966666666666665,44.4,54.4
27-2012.00,Producers and Directors,4.0325,3.3385714285714285,3.315,2.0949999999999998,1.1875,1.8425,3.2900000000000005,42.5,52.5
27-2012.03,Media Programming Directors,4.0,3.6785714285714284,3.436666666666667,2.065,1.0,1.6575,3.355,41.5,51.5
27-2012.04,Talent Directors,3.7824999999999998,3.1799999999999997,3.23,1.2825,1.0,1.655,2.5216666666666665,45.6,55.6
27-2012.05,Media Technical Directors/Managers,3.75,3.3757142857142854,3.231666666666667,2.8425000000000002,1.845,1.7175,2.7916666666666665,36.7,46.7
27-2021.00,Athletes and Sports Competitors,3.375,3.0185714285714282,3.0833333333333335,2.0025,1.22,1.6875,2.2916666666666665,44.2,54.2
27-2022.00,Coaches and Scouts,4.0,3.8214285714285716,3.98,2.0300000000000002,1.22,1.7175,3.293333333333333,37.4,47.4
27-2023.00,"Umpires, Referees, and Other Sports Officials",3.1550000000000002,2.9285714285714284,2.855,1.5625,1.06,1.595,1.8966666666666665,47.9,57.8
27-2031.00,Dancers,2.8449999999999998,2.5357142857142856,2.605,1.095,1.0,1.125,1.8349999999999997,44.2,54.2
27-2032.00,Choreographers,3.5649999999999995,3.2857142857142856,3.4583333333333335,1.1875,1.0,1.37,2.5400000000000005,41.5,51.5
27-2041.00,Music Directors and Composers,3.5949999999999998,3.107142857142857,3.063333333333333,1.375,1.095,1.7175,2.7483333333333335,46.1,56.1
27-2042.00,Musicians and Singers,3.125,2.642857142857143,2.811666666666667,1.625,1.185,1.5,2.1466666666666665,45.4,55.4
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,3.9675000000000002,2.9457142857142857,2.9399999999999995,2.06,1.465,1.3775,2.1233333333333335,40.3,50.3
27-3023.00,"News Analysts, Reporters, and Journalists",4.0,2.858571428571428,3.0416666666666665,1.5625,1.0,1.5625,2.3533333333333335,45.6,55.6
27-3031.00,Public Relations Specialists,4.0600000000000005,3.2528571428571427,3.5,1.25,1.0,1.6575,2.75,43.6,53.6
27-3041.00,Editors,4.1899999999999995,3.0171428571428573,2.956666666666667,1.845,1.0,1.59,2.48,45.6,55.6
27-3042.00,Technical Writers,4.125,2.962857142857143,2.645,1.4675,1.0,1.4075,2.0833333333333335,47.2,57.2
27-3043.00,Writers and Authors,4.1575,2.892857142857143,3.17,1.125,1.0,1.435,2.1650000000000005,44.6,54.6
27-3043.05,"Poets, Lyricists and Creative Writers",4.125,3.0357142857142856,2.6033333333333335,1.1875,1.0,1.56,1.9783333333333335,50.5,60.3
27-3091.00,Interpreters and Translators,3.9375,3.0142857142857147,2.9166666666666665,1.5625,1.0,1.53,2.0816666666666666,46.7,56.6
27-3092.00,Court Reporters and Simultaneous Captioners,3.375,2.16,1.875,1.875,1.2825,1.185,1.6883333333333332,46.7,56.7
27-4011.00,Audio and Video Technicians,3.215,3.052857142857143,2.8733333333333335,3.0324999999999998,2.4699999999999998,1.75,2.606666666666666,34.9,44.9
27-4012.00,Broadcast Technicians,3.2775,3.105714285714286,2.606666666666666,3.0949999999999998,2.6550000000000002,2.25,2.561666666666667,38.9,48.9
27-4014.00,Sound Engineering Technicians,3.5,2.855714285714286,2.8333333333333335,2.9375,2.2800000000000002,1.8125,2.5416666666666665,37.2,47.2
27-4021.00,Photographers,3.375,3.0328571428571434,2.98,2.3725,1.7525,1.8125,2.355,41.4,51.4
27-4031.00,"Camera Operators, Television, Video, and Film",3.2824999999999998,2.891428571428572,2.8349999999999995,2.755,2.0925000000000002,1.595,2.2916666666666665,37.3,47.3
27-4032.00,Film and Video Editors,3.375,2.9800000000000004,2.668333333333333,2.1275,1.3775,1.5325,2.33,44.0,53.9
29-1011.00,Chiropractors,3.8774999999999995,3.214285714285715,3.145,1.785,1.0,2.2525,2.688333333333333,49.8,59.7
29-1021.00,"Dentists, General",3.8125,3.66,3.605,2.5949999999999998,1.6275,2.5300000000000002,3.168333333333333,41.1,51.1
29-1022.00,Oral and Maxillofacial Surgeons,3.8149999999999995,3.714285714285715,3.145,2.5649999999999995,1.72,2.4050000000000002,2.73,43.7,53.7
29-1023.00,Orthodontists,3.815,3.6785714285714284,3.4399999999999995,2.2824999999999998,1.25,2.2199999999999998,2.811666666666667,44.3,54.3
29-1024.00,Prosthodontists,3.75,3.358571428571428,3.081666666666667,2.34,1.7525,2.1875,2.645,43.1,53.1
29-1031.00,Dietitians and Nutritionists,3.9699999999999998,3.75,3.6466666666666665,1.815,1.0,2.4375,3.0,46.7,56.7
29-1041.00,Optometrists,4.0600000000000005,3.2128571428571426,3.3349999999999995,2.2175000000000002,1.0,2.6275,2.768333333333334,49.8,59.7
29-1051.00,Pharmacists,3.9699999999999998,3.4985714285714287,3.293333333333333,2.0300000000000002,1.0625,2.4375,3.0216666666666665,48.2,58.2
29-1071.00,Physician Assistants,4.03,3.642857142857143,3.456666666666667,1.9075,1.03,2.5949999999999998,2.831666666666667,49.0,58.9
29-1071.01,Anesthesiologist Assistants,3.6225000000000005,3.1242857142857146,2.8533333333333335,2.94,1.97,2.2525,2.561666666666667,42.4,52.4
29-1081.00,Podiatrists,3.9699999999999998,3.6257142857142854,3.1683333333333334,2.1875,1.3125,2.5324999999999998,2.7900000000000005,48.0,58.0
29-1122.00,Occupational Therapists,4.03,3.75,3.645,1.935,1.0625,2.0949999999999998,2.893333333333333,44.0,53.9
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",3.9074999999999998,3.3228571428571425,3.4599999999999995,1.9375,1.03,1.875,2.4150000000000005,44.6,54.6
29-1123.00,Physical Therapists,3.9699999999999998,3.4285714285714284,3.438333333333333,2.0625,1.4075,2.06,2.7899999999999996,42.6,52.6
29-1124.00,Radiation Therapists,3.4675000000000002,3.0357142857142856,3.02,3.0649999999999995,2.1550000000000002,2.2824999999999998,2.56,39.8,49.8
29-1125.00,Recreational Therapists,3.94,3.3414285714285716,3.75,1.72,1.095,1.845,2.6466666666666665,42.0,52.0
29-1126.00,Respiratory Therapists,3.5925000000000002,3.34,3.2716666666666665,2.8149999999999995,1.97,2.3425000000000002,2.606666666666666,40.3,50.3
29-1127.00,Speech-Language Pathologists,4.0600000000000005,3.787142857142857,3.4599999999999995,1.9025,1.125,2.0949999999999998,2.3316666666666666,45.9,55.9
29-1128.00,Exercise Physiologists,3.9699999999999998,3.41,3.436666666666667,2.06,1.3425,2.41,2.5399999999999996,45.9,55.9
29-1129.01,Art Therapists,3.875,3.448571428571428,3.4150000000000005,1.4675,1.22,1.97,2.625,45.0,55.0
29-1129.02,Music Therapists,3.8425000000000002,3.3757142857142854,3.5416666666666665,1.78,1.155,1.7525,2.625,42.1,52.1
29-1131.00,Veterinarians,3.9050000000000002,3.5199999999999996,3.0849999999999995,2.0324999999999998,1.2175,2.5324999999999998,2.688333333333333,50.0,59.9
